id,perturbation,db_id,train_idx,question,pre_ok,baseline_sql,baseline_ok,latency_baseline_s,baseline_tokens_in,baseline_tokens_out,refreshed_schema_sql,refreshed_schema_ok,latency_refreshed_schema_s,refreshed_tokens_in,refreshed_tokens_out,error_feedback_sql,error_feedback_ok,error_feedback_retry,latency_error_feedback_s,error_feedback_tokens_in,error_feedback_tokens_out,mcp_sql,mcp_method,mcp_verdict,mcp_ok,latency_mcp_s,mcp_tokens_in,mcp_tokens_out,backend
evo_cr_00534,COLUMN_RENAME,codebase_community,534,What is the display name of the user who has the most number of views?,1,"SELECT DisplayName 
FROM users 
ORDER BY Views DESC 
LIMIT 1",0,1.5168,400,20,"SELECT DisplayName 
FROM users 
ORDER BY ProfileViews DESC 
LIMIT 1",1,1.294,400,21,"SELECT DisplayName 
FROM users 
ORDER BY Views DESC 
LIMIT 1",0,1,1.4705,449,20,SELECT DisplayName FROM users ORDER BY ProfileViews DESC LIMIT 1,ast,valid,1,0.0385,0,0,openai_compat
evo_cr_01470,COLUMN_RENAME,debit_card_specializing,1470,How many gas stations in CZE has Premium gas?,0,"SELECT COUNT(DISTINCT g.GasStationID) 
FROM gasstations g
JOIN transactions_1k t ON g.GasStationID = t.GasStationID
JOIN products p ON t.ProductID = p.ProductID
WHERE g.Country = 'CZE' AND p.Description LIKE '%Premium%'",0,1.2864,175,67,"SELECT COUNT(DISTINCT g.StationID) 
FROM gasstations g
JOIN transactions_1k t ON g.StationID = t.GasStationID
JOIN products p ON t.ProductID = p.ProductID
WHERE g.Country = 'CZE' AND p.Description = 'Premium'",0,1.8739,174,65,"SELECT COUNT(DISTINCT g.GasStationID) 
FROM gasstations g
JOIN transactions_1k t ON g.GasStationID = t.GasStationID
JOIN products p ON t.ProductID = p.ProductID
WHERE g.Country = 'CZE' AND p.Description LIKE '%Premium%'",0,1,1.3764,276,67,"SELECT COUNT(DISTINCT g.StationID) 
FROM gasstations AS g 
JOIN transactions_1k AS t ON g.StationID = t.GasStationID 
JOIN products AS p ON t.ProductID = p.ProductID 
WHERE g.Country = 'CZE' AND p.Description LIKE '%Premium%'",ast,silent_failure_suspected,0,1.302,383,68,openai_compat
evo_cr_01471,COLUMN_RENAME,debit_card_specializing,1471,What is the ratio of customers who pay in EUR against customers who pay in CZK?,1,"SELECT 
    (SELECT COUNT(DISTINCT CustomerID) FROM customers WHERE Currency = 'EUR') * 1.0 /
    (SELECT COUNT(DISTINCT CustomerID) FROM customers WHERE Currency = 'CZK') AS eur_to_czk_ratio",0,1.182,182,56,"SELECT 
    (SELECT COUNT(DISTINCT ClientID) FROM customers WHERE MonetaryUnit = 'EUR') * 1.0 /
    (SELECT COUNT(DISTINCT ClientID) FROM customers WHERE MonetaryUnit = 'CZK') AS ratio",1,1.215,184,54,"SELECT 
    (SELECT COUNT(DISTINCT CustomerID) FROM customers WHERE Currency = 'EUR') * 1.0 /
    (SELECT COUNT(DISTINCT CustomerID) FROM customers WHERE Currency = 'CZK') AS eur_to_czk_ratio
FROM customers
LIMIT 1",0,1,7.5953,268,63,SELECT (SELECT COUNT(DISTINCT ClientID) FROM customers WHERE MonetaryUnit = 'EUR') * 1.0 / (SELECT COUNT(DISTINCT ClientID) FROM customers WHERE MonetaryUnit = 'CZK') AS eur_to_czk_ratio,ast,valid,1,1.2651,374,55,openai_compat
evo_cr_01472,COLUMN_RENAME,debit_card_specializing,1472,"In 2012, who had the least consumption in LAM?",1,"SELECT y.CustomerID
FROM yearmonth y
JOIN customers c ON y.CustomerID = c.CustomerID
WHERE y.Date LIKE '2012%' AND c.Segment = 'LAM'
GROUP BY y.CustomerID
ORDER BY SUM(y.Consumption) ASC
LIMIT 1",0,3.1475,178,61,"SELECT c.ClientID
FROM customers c
JOIN yearmonth ym ON c.ClientID = ym.ClientID
WHERE c.Segment = 'LAM' AND ym.Date LIKE '2012%'
GROUP BY c.ClientID
ORDER BY SUM(ym.UsageAmount) ASC
LIMIT 1",1,1.4116,180,63,"SELECT y.CustomerID
FROM yearmonth y
JOIN customers c ON y.CustomerID = c.CustomerID
WHERE y.Date LIKE '2012%' AND c.Segment = 'LAM'
GROUP BY y.CustomerID
ORDER BY SUM(y.Consumption) ASC
LIMIT 1",0,1,1.4048,270,61,"SELECT y.ClientID 
FROM yearmonth AS y 
JOIN customers AS c ON y.ClientID = c.ClientID 
WHERE y.Date LIKE '2012%' AND c.Segment = 'LAM' 
GROUP BY y.ClientID 
ORDER BY SUM(y.UsageAmount) ASC 
LIMIT 1",ast,silent_failure_suspected,1,1.2759,382,65,openai_compat
evo_cr_01473,COLUMN_RENAME,debit_card_specializing,1473,What was the average monthly consumption of customers in SME for the year 2013?,0,"SELECT AVG(y.Consumption) AS AverageMonthlyConsumption
FROM yearmonth y
JOIN customers c ON y.CustomerID = c.CustomerID
WHERE c.Segment = 'SME' AND y.Date LIKE '2013-%'",0,1.4843,181,50,"SELECT AVG(ym.UsageAmount) AS AverageMonthlyConsumption
FROM yearmonth ym
JOIN customers c ON ym.ClientID = c.ClientID
WHERE c.MarketSegment = 'SME' AND ym.Date LIKE '2013-%'",0,1.2421,184,53,"SELECT AVG(y.Consumption) AS AverageMonthlyConsumption
FROM yearmonth y
JOIN customers c ON y.CustomerID = c.CustomerID
WHERE c.Segment = 'SME' AND y.Date LIKE '2013-%'",0,1,1.538,262,51,"SELECT AVG(y.UsageAmount) AS AverageMonthlyConsumption 
FROM yearmonth AS y 
JOIN customers AS c ON y.ClientID = c.ClientID 
WHERE c.MarketSegment = 'SME' AND y.Date LIKE '2013-%'",ast,valid,0,1.3152,428,54,openai_compat
evo_cr_01020,COLUMN_RENAME,european_football_2,1020,Which player has the highest overall rating? Indicate the player's api id.,1,"SELECT player_api_id 
FROM Player_Attributes 
ORDER BY overall_rating DESC 
LIMIT 1",0,1.2733,1095,24,"SELECT player_api_id 
FROM Player_Attributes 
ORDER BY total_rating DESC 
LIMIT 1",1,1.3425,1094,24,"SELECT player_api_id 
FROM Player_Attributes 
ORDER BY overall_rating DESC 
LIMIT 1",0,1,1.2222,1149,24,SELECT player_api_id FROM Player_Attributes ORDER BY total_rating DESC LIMIT 1,ast,valid,1,1.3992,1355,21,openai_compat
evo_cr_01021,COLUMN_RENAME,european_football_2,1021,What is the height of the tallest player? Indicate his name.,0,"SELECT p.player_name, p.height
FROM Player p
WHERE p.height = (SELECT MAX(height) FROM Player)",0,1.2101,1094,28,"SELECT player_name, player_height 
FROM Player 
WHERE player_height = (SELECT MAX(player_height) FROM Player)",0,1.034,1092,27,"SELECT p.player_name, p.height
FROM Player p
WHERE p.height = (SELECT MAX(height) FROM Player WHERE height IS NOT NULL)",0,1,1.2283,1152,33,"SELECT p.player_name, p.player_height FROM Player AS p WHERE p.player_height = (SELECT MAX(player_height) FROM Player)",ast,valid,0,1.0489,1231,30,openai_compat
evo_cr_01022,COLUMN_RENAME,european_football_2,1022,What is the preferred foot when attacking of the player with the lowest potential?,0,"SELECT preferred_foot 
FROM Player_Attributes 
WHERE potential = (SELECT MIN(potential) FROM Player_Attributes)",0,2.0637,1095,28,"SELECT dominant_foot 
FROM Player_Attributes 
WHERE potential = (SELECT MIN(potential) FROM Player_Attributes)",0,1.1464,1094,28,"SELECT preferred_foot 
FROM Player_Attributes 
WHERE potential = (SELECT MIN(potential) FROM Player_Attributes)
LIMIT 1",0,1,1.4425,1154,32,SELECT dominant_foot FROM Player_Attributes WHERE potential = (SELECT MIN(potential) FROM Player_Attributes),ast,valid,0,0.0877,0,0,openai_compat
evo_cr_01023,COLUMN_RENAME,european_football_2,1023,"Among the players with an overall rating between 60 to 65, how many players whose going to be in all of your attack moves instead of defensing?",0,"SELECT COUNT(DISTINCT player_api_id) 
FROM Player_Attributes 
WHERE overall_rating BETWEEN 60 AND 65 
AND attacking_work_rate = 'high' 
AND defensive_work_rate = 'low'",0,2.0967,1112,46,"SELECT COUNT(DISTINCT pa.player_api_id) 
FROM Player_Attributes pa
WHERE pa.overall_rating BETWEEN 60 AND 65 
AND pa.attacking_work_rate = 'high' 
AND pa.defensive_work_rate = 'low'",0,1.4119,1113,54,"SELECT COUNT(DISTINCT player_api_id) 
FROM Player_Attributes 
WHERE overall_rating BETWEEN 60 AND 65 
AND attacking_work_rate = 'high' 
AND defensive_work_rate = 'low'",0,0,0.0447,0,0,SELECT COUNT(DISTINCT player_api_id) FROM Player_Attributes WHERE overall_rating BETWEEN 60 AND 65 AND attacking_work_rate = 'high' AND defensive_work_rate = 'low',ast,valid,0,0.0801,0,0,openai_compat
evo_cr_00089,COLUMN_RENAME,financial,89,How many accounts who choose issuance after transaction are staying in East Bohemia region?,0,"SELECT COUNT(DISTINCT a.account_id)
FROM account a
JOIN disp d ON a.account_id = d.account_id
JOIN client c ON d.client_id = c.client_id
JOIN district dis ON c.district_id = dis.district_id
WHERE a.frequency = 'issuance after transaction' AND dis.A2 = 'East Bohemia'",0,2.0471,302,76,"SELECT COUNT(DISTINCT a.customer_id) 
FROM account a
JOIN district d ON a.region_id = d.region_id
JOIN disp dp ON a.customer_id = dp.account_id
JOIN card c ON dp.disp_id = c.disp_id
WHERE c.issued > a.date AND d.A2 = 'East Bohemia'",0,1.158,304,74,"SELECT COUNT(DISTINCT a.account_id)
FROM account a
JOIN disp d ON a.account_id = d.account_id
JOIN client c ON d.client_id = c.client_id
JOIN district dis ON a.district_id = dis.district_id
WHERE a.frequency = 'issuance after transaction' AND dis.A2 = 'East Bohemia'",0,1,1.9192,409,76,"SELECT COUNT(DISTINCT a.customer_id) 
FROM account AS a 
JOIN disp AS d ON a.customer_id = d.client_id 
JOIN client AS c ON d.client_id = c.client_id 
JOIN district AS dis ON a.region_id = dis.region_id 
WHERE a.transaction_type = 'issuance after transaction' 
AND dis.A2 = 'East Bohemia'",ast,silent_failure_suspected,0,10.798,1078,81,openai_compat
evo_cr_00090,COLUMN_RENAME,financial,90,How many accounts who have region in Prague are eligible for loans?,0,"SELECT COUNT(DISTINCT account.account_id) 
FROM account
JOIN district ON account.district_id = district.district_id
WHERE district.A2 = 'Prague'
AND account.account_id NOT IN (
    SELECT account_id 
    FROM loan 
    WHERE status IN ('A', 'B', 'C')
)",0,3.2921,298,69,"SELECT COUNT(DISTINCT a.account_id)
FROM account a
JOIN district d ON a.district_id = d.district_id
WHERE d.A2 = 'Prague'
AND NOT EXISTS (
    SELECT 1
    FROM loan l
    WHERE l.account_id = a.account_id
)",0,1.7502,303,65,"SELECT COUNT(DISTINCT account.account_id) 
FROM account
JOIN district ON account.district_id = district.district_id
WHERE district.A3 = 'Prague'
AND account.account_id NOT IN (
    SELECT account_id 
    FROM loan 
    WHERE status IN ('A', 'B', 'C')
)",0,1,5.9719,398,69,"SELECT COUNT(DISTINCT account.account_id) 
FROM account 
JOIN district ON account.district_id = district.district_id 
WHERE district.customer_name = 'Prague' 
AND NOT account.account_id IN (
    SELECT account_id 
    FROM loan 
    WHERE loan_status IN ('A', 'B', 'C')
)",ast,silent_failure_suspected,0,1.6437,610,71,openai_compat
evo_cr_00091,COLUMN_RENAME,financial,91,"The average unemployment ratio of 1995 and 1996, which one has higher percentage?",1,"SELECT 
    CASE 
        WHEN AVG(CASE WHEN A5 LIKE '1995%' THEN A9 END) > AVG(CASE WHEN A5 LIKE '1996%' THEN A9 END) 
        THEN '1995' 
        ELSE '1996' 
    END AS year_with_higher_unemployment
FROM district
WHERE A5 LIKE '1995%' OR A5 LIKE '1996%'",1,2.7694,304,89,"SELECT 
    CASE 
        WHEN AVG(CASE WHEN A5 LIKE '1995%' THEN CAST(SUBSTR(A5, 6) AS REAL) END) > AVG(CASE WHEN A5 LIKE '1996%' THEN CAST(SUBSTR(A5, 6) AS REAL) END) 
        THEN '1995' 
        ELSE '1996' 
    END AS year_with_higher_unemployment
FROM district
WHERE A5 LIKE '1995%' OR A5 LIKE '1996%'",1,2.6451,304,111,"SELECT 
    CASE 
        WHEN AVG(CASE WHEN A5 LIKE '1995%' THEN A9 END) > AVG(CASE WHEN A5 LIKE '1996%' THEN A9 END) 
        THEN '1995' 
        ELSE '1996' 
    END AS year_with_higher_unemployment
FROM district
WHERE A5 LIKE '1995%' OR A5 LIKE '1996%'",1,0,0.0008,0,0,SELECT CASE WHEN AVG(CASE WHEN A5 LIKE '1995%' THEN A9 END) > AVG(CASE WHEN A5 LIKE '1996%' THEN A9 END) THEN '1995' ELSE '1996' END AS year_with_higher_unemployment FROM district WHERE A5 LIKE '1995%' OR A5 LIKE '1996%',ast,valid,1,0.0799,0,0,openai_compat
evo_cr_00092,COLUMN_RENAME,financial,92,List out the no. of districts that have female average salary is more than 6000 but less than 10000?,0,"SELECT COUNT(DISTINCT d.district_id)
FROM district d
JOIN client c ON d.district_id = c.district_id
JOIN disp dp ON c.client_id = dp.client_id
JOIN account a ON dp.account_id = a.account_id
JOIN trans t ON a.account_id = t.account_id
WHERE c.gender = 'F' 
GROUP BY d.district_id
HAVING AVG(CASE WHEN t.type = 'credit' THEN t.amount ELSE 0 END) BETWEEN 6000 AND 10000",0,2.64,310,112,"SELECT COUNT(DISTINCT d.region_id) 
FROM district d
JOIN client c ON d.region_id = c.region_id
JOIN disp dp ON c.customer_id = dp.client_id
JOIN account a ON dp.account_id = a.account_id
JOIN trans t ON a.account_id = t.account_id
WHERE c.gender = 'female'
GROUP BY d.region_id
HAVING AVG(t.amount) > 6000 AND AVG(t.amount) < 10000",0,1.5689,312,99,"SELECT COUNT(DISTINCT district.district_id)
FROM district
JOIN client ON district.district_id = client.district_id
JOIN disp ON client.client_id = disp.client_id
JOIN account ON disp.account_id = account.account_id
JOIN trans ON account.account_id = trans.account_id
WHERE client.gender = 'F'
GROUP BY district.district_id
HAVING AVG(CASE WHEN trans.type = 'credit' THEN trans.amount ELSE 0 END) BETWEEN 6000 AND 10000",0,1,1.3865,454,106,"SELECT COUNT(DISTINCT d.region_id) 
FROM district AS d 
JOIN client AS c ON d.region_id = c.region_id 
JOIN disp AS dp ON c.customer_id = dp.client_id 
JOIN account AS a ON dp.account_id = a.account_id 
JOIN trans AS t ON a.account_id = t.account_id 
WHERE c.gender = 'F' 
GROUP BY d.region_id 
HAVING AVG(CASE WHEN t.type = 'credit' THEN t.amount ELSE 0 END) BETWEEN 6000 AND 10000",ast,silent_failure_suspected,0,2.5997,841,114,openai_compat
evo_cr_00846,COLUMN_RENAME,formula_1,846,Please list the reference names of the drivers who are eliminated in the first period in race number 20.,0,"SELECT d.driverRef
FROM qualifying q
JOIN drivers d ON q.driverId = d.driverId
WHERE q.raceId = 20 AND q.q2 IS NULL AND q.q3 IS NULL",0,1.293,458,46,"SELECT d.driverRef
FROM qualifying q
JOIN drivers d ON q.id = d.id
WHERE q.eventRaceId = 20 AND q.qualifyingTime2 IS NULL",0,2.2015,461,40,"SELECT d.driverRef
FROM qualifying q
JOIN drivers d ON q.driverId = d.driverId
JOIN races r ON q.raceId = r.raceId
WHERE r.round = 20 AND q.q2 IS NULL AND q.q3 IS NULL",0,1,1.6624,536,58,"SELECT d.driverRef 
FROM qualifying AS q 
JOIN drivers AS d ON q.id = d.id 
JOIN races AS r ON q.eventRaceId = r.raceId 
WHERE r.raceId = 20 AND q.qualifyingTime2 IS NULL AND q.qualifyingTime3 IS NULL",ast,valid,0,1.3613,904,65,openai_compat
evo_cr_00847,COLUMN_RENAME,formula_1,847,What is the surname of the driver with the best lap time in race number 19 in the second qualifying period?,0,"SELECT d.surname
FROM qualifying q
JOIN drivers d ON q.driverId = d.driverId
WHERE q.raceId = 19 AND q.q2 IS NOT NULL
ORDER BY q.q2 ASC
LIMIT 1",0,1.3469,460,52,"SELECT d.last_name
FROM qualifying q
JOIN drivers d ON q.id = d.id
WHERE q.eventRaceId = 19
ORDER BY q.qualifyingTime2 ASC
LIMIT 1",1,1.411,471,45,"SELECT d.surname
FROM qualifying q
JOIN drivers d ON q.driverId = d.driverId
JOIN races r ON q.raceId = r.raceId
WHERE r.round = 19 AND q.q2 IS NOT NULL
ORDER BY q.q2 ASC
LIMIT 1",0,1,1.1732,543,64,"SELECT d.last_name 
FROM qualifying AS q 
JOIN drivers AS d ON q.licenseNumber = d.licenseNumber 
WHERE q.eventRaceId = 19 AND q.qualifyingTime2 IS NOT NULL 
ORDER BY q.qualifyingTime2 ASC 
LIMIT 1",ast,valid,0,1.1634,1198,60,openai_compat
evo_cr_01312,COLUMN_RENAME,student_club,1312,What's Angela Sanders's major?,1,"SELECT major.major_name
FROM member
JOIN major ON member.link_to_major = major.major_id
WHERE member.first_name = 'Angela' AND member.last_name = 'Sanders'",0,1.5734,269,41,"SELECT major.program_name
FROM member
JOIN major ON member.major_link = major.program_id
WHERE member.first_name = 'Angela' AND member.last_name = 'Sanders'",1,1.0999,268,40,"SELECT major_name
FROM member
JOIN major ON member.link_to_major = major.major_id
WHERE member.first_name = 'Angela' AND member.last_name = 'Sanders'",0,1,1.3394,341,40,"SELECT major.program_name 
FROM member 
JOIN major ON member.major_link = major.program_id 
WHERE member.first_name = 'Angela' AND member.last_name = 'Sanders'",ast,silent_failure_suspected,1,1.2812,572,40,openai_compat
evo_cr_01313,COLUMN_RENAME,student_club,1313,How many students in the Student_Club are from the College of Engineering?,1,"SELECT COUNT(*) 
FROM member 
JOIN major ON member.link_to_major = major.major_id 
WHERE major.college = 'College of Engineering'",0,1.4456,278,33,"SELECT COUNT(*) 
FROM member 
JOIN major ON member.link_to_major = major.program_id 
WHERE major.school = 'College of Engineering'",1,1.1769,276,32,"SELECT COUNT(*) 
FROM member 
JOIN major ON member.link_to_major = major.major_id 
WHERE major.college = 'Engineering'",0,1,1.1003,342,31,"SELECT COUNT(*) 
FROM member 
JOIN major ON member.link_to_major = major.program_id 
WHERE major.school = 'College of Engineering'",ast,valid,1,1.0999,573,32,openai_compat
evo_cr_01314,COLUMN_RENAME,student_club,1314,Please list the full names of the students in the Student_Club that come from the Art and Design Department.,0,"SELECT m.first_name || ' ' || m.last_name AS full_name
FROM member m
JOIN major ma ON m.link_to_major = ma.major_id
WHERE ma.department = 'Art and Design'",0,1.0265,285,45,"SELECT m.first_name || ' ' || m.last_name AS full_name
FROM member m
JOIN major ma ON m.link_to_major = ma.program_id
WHERE ma.department = 'Art and Design'",0,0.9883,285,45,"SELECT m.first_name || ' ' || m.last_name AS full_name
FROM member m
JOIN major ma ON m.link_to_major = ma.major_id
WHERE ma.department = 'Art and Design'",0,1,1.2666,361,45,"SELECT m.first_name || ' ' || m.last_name AS full_name 
FROM member AS m 
JOIN major AS ma ON m.link_to_major = ma.program_id 
WHERE ma.department = 'Art and Design'",ast,silent_failure_suspected,0,1.3256,464,47,openai_compat
evo_cr_01315,COLUMN_RENAME,student_club,1315,"How many students of the Student_Club have attended the event ""Women's Soccer""?",1,"SELECT COUNT(DISTINCT a.link_to_member) 
FROM attendance a
JOIN event e ON a.link_to_event = e.event_id
WHERE e.event_name = ""Women's Soccer""",0,0.9393,279,41,"SELECT COUNT(DISTINCT attendance.member_profile_link) 
FROM attendance 
JOIN event ON attendance.event_website = event.event_id 
WHERE event.event_name = ""Women's Soccer""",1,1.2545,280,39,"SELECT COUNT(DISTINCT a.link_to_member) 
FROM attendance a
JOIN event e ON a.link_to_event = e.event_id
WHERE e.event_name = ""Women's Soccer""",0,1,1.631,352,41,"SELECT COUNT(DISTINCT a.member_profile_link) 
FROM attendance AS a 
JOIN event AS e ON a.event_website = e.event_id 
WHERE e.event_name = ""Women's Soccer""",ast,valid,1,1.0507,460,43,openai_compat
evo_cr_00717,COLUMN_RENAME,superhero,717,Please list all the superpowers of 3-D Man.,1,"SELECT sp.power_name
FROM superhero AS sh
JOIN hero_power AS hp ON sh.id = hp.hero_id
JOIN superpower AS sp ON hp.power_id = sp.id
WHERE sh.superhero_name = '3-D Man'",0,1.4151,221,51,"SELECT sp.energy_type
FROM superhero AS sh
JOIN hero_power AS hp ON sh.id = hp.character_id
JOIN superpower AS sp ON hp.ability_id = sp.id
WHERE sh.superhero_name = '3-D Man'",1,1.2638,219,52,"SELECT superpower.power_name
FROM superhero
JOIN hero_power ON superhero.id = hero_power.hero_id
JOIN superpower ON hero_power.power_id = superpower.id
WHERE superhero.superhero_name = '3-D Man'",0,1,1.0941,303,49,"SELECT sp.energy_type 
FROM superhero AS sh 
JOIN hero_power AS hp ON sh.id = hp.character_id 
JOIN superpower AS sp ON hp.ability_id = sp.id 
WHERE sh.superhero_name = '3-D Man'",ast,valid,1,1.7205,494,52,openai_compat
evo_cr_00718,COLUMN_RENAME,superhero,718,"How many superheroes have the super power of ""Super Strength""?",1,"SELECT COUNT(DISTINCT hero_id) 
FROM hero_power 
JOIN superpower ON hero_power.power_id = superpower.id 
WHERE superpower.power_name = 'Super Strength'",0,1.2363,221,40,"SELECT COUNT(DISTINCT s.id) 
FROM superhero s
JOIN hero_power hp ON s.id = hp.character_id
JOIN superpower sp ON hp.ability_id = sp.identifier
WHERE sp.energy_type = 'Super Strength'",1,1.3164,221,51,"SELECT COUNT(DISTINCT hero_power.hero_id) 
FROM hero_power 
JOIN superpower ON hero_power.power_id = superpower.id 
WHERE superpower.power_name = 'Super Strength'",0,1,1.1833,291,42,"SELECT COUNT(DISTINCT character_id) 
FROM hero_power 
JOIN superpower ON hero_power.ability_id = superpower.identifier 
WHERE superpower.energy_type = 'Super Strength'",ast,valid,1,1.0992,427,41,openai_compat
evo_cr_00719,COLUMN_RENAME,superhero,719,"Among the superheroes with the super power of ""Super Strength"", how many of them have a height of over 200cm?",1,"SELECT COUNT(*)
FROM superhero
JOIN hero_power ON superhero.id = hero_power.hero_id
JOIN superpower ON hero_power.power_id = superpower.id
WHERE superpower.power_name = 'Super Strength' AND superhero.height_cm > 200",0,1.3208,234,54,"SELECT COUNT(*)
FROM superhero
JOIN hero_power ON superhero.identifier = hero_power.character_id
JOIN superpower ON hero_power.power_id = superpower.identifier
WHERE superpower.power_name = 'Super Strength' AND superhero.height_cm > 200",1,1.1353,228,54,"SELECT COUNT(*)
FROM superhero
JOIN hero_power ON superhero.rowid = hero_power.hero_id
JOIN superpower ON hero_power.power_id = superpower.id
WHERE superpower.power_name = 'Super Strength' AND superhero.height_cm > 200",0,1,1.6688,318,55,"SELECT COUNT(*) 
FROM superhero 
JOIN hero_power ON superhero.identifier = hero_power.character_id 
JOIN superpower ON hero_power.power_id = superpower.identifier 
WHERE superpower.power_name = 'Super Strength' 
AND superhero.height_cm > 200",ast,valid,1,2.2893,653,55,openai_compat
evo_cr_00720,COLUMN_RENAME,superhero,720,Please list the full names of all the superheroes with over 15 super powers.,0,"SELECT s.full_name
FROM superhero s
JOIN hero_power hp ON s.id = hp.hero_id
GROUP BY s.id
HAVING COUNT(hp.power_id) > 15",0,1.2603,225,42,"SELECT s.full_name
FROM superhero s
JOIN hero_power hp ON s.id = hp.character_id
GROUP BY s.id
HAVING COUNT(hp.ability_id) > 15",0,0.9807,222,43,"SELECT s.full_name
FROM superhero s
JOIN hero_power hp ON s.id = hp.hero_id
GROUP BY s.id
HAVING COUNT(hp.hero_id) > 15",0,1,1.2469,298,42,"SELECT s.full_name 
FROM superhero AS s 
JOIN hero_power AS hp ON s.id = hp.character_id 
GROUP BY s.id 
HAVING COUNT(hp.ability_id) > 15",ast,valid,0,1.3467,533,45,openai_compat
evo_cr_01149,COLUMN_RENAME,thrombosis_prediction,1149,Are there more in-patient or outpatient who were male? What is the deviation in percentage?,0,"WITH PatientCounts AS (
    SELECT 
        Admission,
        COUNT(*) AS Count
    FROM 
        Patient
    WHERE 
        SEX = 'Male'
    GROUP BY 
        Admission
),
TotalCount AS (
    SELECT 
        SUM(Count) AS Total
    FROM 
        PatientCounts
)
SELECT 
    Admission,
    Count,
    (Count * 100.0 / (SELECT Total FROM TotalCount)) AS Percentage
FROM 
    PatientCounts",0,1.5211,329,100,"WITH PatientCounts AS (
    SELECT 
        Admission,
        COUNT(*) AS Count
    FROM 
        Patient
    WHERE 
        Gender = 'Male'
    GROUP BY 
        Admission
),
TotalCount AS (
    SELECT 
        SUM(Count) AS Total
    FROM 
        PatientCounts
)
SELECT 
    Admission,
    Count,
    (Count * 100.0 / (SELECT Total FROM TotalCount)) AS Percentage
FROM 
    PatientCounts",0,1.7145,332,100,"WITH PatientCounts AS (
    SELECT 
        Admission,
        COUNT(*) AS Count
    FROM 
        Patient
    WHERE 
        SEX = 'Male'
    GROUP BY 
        Admission
),
TotalCount AS (
    SELECT 
        SUM(Count) AS Total
    FROM 
        PatientCounts
)
SELECT 
    Admission,
    Count,
    (Count * 100.0 / (SELECT Total FROM TotalCount)) AS Percentage
FROM 
    PatientCounts",0,1,1.908,458,100,"WITH PatientCounts AS (
    SELECT Admission, COUNT(*) AS Count 
    FROM Patient 
    WHERE Gender = 'Male' 
    GROUP BY Admission
), 
TotalCount AS (
    SELECT SUM(Count) AS Total 
    FROM PatientCounts
) 
SELECT Admission, Count, (Count * 100.0 / (SELECT Total FROM TotalCount)) AS Percentage 
FROM PatientCounts",ast,silent_failure_suspected,0,2.3608,585,84,openai_compat
evo_cr_01150,COLUMN_RENAME,thrombosis_prediction,1150,What is the percentage of female patient were born after 1930?,0,"SELECT (COUNT(*) * 100.0 / (SELECT COUNT(*) FROM Patient WHERE SEX = 'female')) AS percentage
FROM Patient
WHERE SEX = 'female' AND Birthday > '1930-12-31'",0,1.0812,324,49,"SELECT (COUNT(*) * 100.0 / (SELECT COUNT(*) FROM Patient WHERE Gender = 'Female')) AS percentage
FROM Patient
WHERE Gender = 'Female' AND Birthday > '1930-12-31'",0,1.0831,324,49,"SELECT (COUNT(*) * 100.0 / (SELECT COUNT(*) FROM Patient WHERE SEX = 'Female')) AS percentage
FROM Patient
WHERE SEX = 'Female' AND Birthday > '1930-12-31'",0,1,1.1952,402,49,SELECT (COUNT(*) * 100.0 / (SELECT COUNT(*) FROM Patient WHERE Gender = 'female')) AS percentage FROM Patient WHERE Gender = 'female' AND Birthday > '1930-12-31',ast,valid,0,0.0771,0,0,openai_compat
evo_cr_01152,COLUMN_RENAME,thrombosis_prediction,1152,What is the ratio of outpatient to inpatient followed up treatment among all the 'SLE' diagnosed patient?,0,"SELECT 
    (SELECT COUNT(*) FROM Patient WHERE Diagnosis = 'SLE' AND Admission = 'outpatient') * 1.0 /
    (SELECT COUNT(*) FROM Patient WHERE Diagnosis = 'SLE' AND Admission = 'inpatient') AS OutpatientToInpatientRatio
FROM Patient
WHERE Diagnosis = 'SLE'",0,2.308,331,72,"SELECT 
    (SELECT COUNT(*) FROM Patient WHERE Diagnosis = 'SLE' AND Admission = 'outpatient') * 1.0 /
    (SELECT COUNT(*) FROM Patient WHERE Diagnosis = 'SLE' AND Admission = 'inpatient') AS OutpatientToInpatientRatio
FROM 
    Patient
WHERE 
    Diagnosis = 'SLE'",0,1.691,333,76,"SELECT 
    (SELECT COUNT(*) FROM Patient WHERE Diagnosis = 'SLE' AND Admission = 'outpatient') * 1.0 /
    (SELECT COUNT(*) FROM Patient WHERE Diagnosis = 'SLE' AND Admission = 'inpatient') AS OutpatientToInpatientRatio
FROM Patient
WHERE Diagnosis = 'SLE'",0,0,0.0019,0,0,SELECT (SELECT COUNT(*) FROM Patient WHERE Diagnosis = 'SLE' AND Admission = 'outpatient') * 1.0 / (SELECT COUNT(*) FROM Patient WHERE Diagnosis = 'SLE' AND Admission = 'inpatient') AS OutpatientToInpatientRatio FROM Patient WHERE Diagnosis = 'SLE',ast,valid,0,0.0803,0,0,openai_compat
